C1,C4,C5
C2,C4,C5
C3,C4,C5
C4,C5,C7,C8
C1,C2,C3,C4,C5
C6,C11,C12
C7,C8,C11,C12
C4,C5,C7,C8,C10
C6,C7,C8,C9,C11,C12
C4,C5,C10
C9,C11,C12
C11,C12,C13,C14
C13,C14,C15
C11,C12,C13,C14
C13,C14,C15,C16
C13,C14,C16
