,Pn,Qn,Rn,Wn,Zn,Tn,Un
48,75.39822368615503,24.870941840919198,149.22565104551518,150.79644737231007,149.22565104551518,75.39822368615503,25.132741228718345
49,76.96902001294993,25.394540616517492,152.36724369910496,153.93804002589985,152.36724369910496,76.96902001294993,25.656340004316643
50,78.53981633974483,25.918139392115794,155.50883635269477,157.07963267948966,155.50883635269477,78.53981633974483,26.179938779914945
51,80.11061266653972,26.441738167714092,158.65042900628455,160.22122533307945,158.65042900628455,80.11061266653972,26.70353755551324
52,81.68140899333463,26.96533694331239,161.79202165987434,163.36281798666926,161.79202165987434,81.68140899333463,27.22713633111154
53,83.25220532012952,27.488935718910692,164.93361431346415,166.50441064025904,164.93361431346415,83.25220532012952,27.75073510670984
54,84.82300164692441,28.012534494508987,168.07520696705393,169.64600329384882,168.07520696705393,84.82300164692441,28.274333882308138
55,86.39379797371932,28.536133270107285,171.2167996206437,172.78759594743863,171.2167996206437,86.39379797371932,28.79793265790644
56,87.96459430051421,29.059732045705587,174.35839227423352,175.92918860102841,174.35839227423352,87.96459430051421,29.321531433504735
57,89.5353906273091,29.583330821303885,177.4999849278233,179.0707812546182,177.4999849278233,89.5353906273091,29.845130209103033
58,91.106186954104,30.106929596902187,180.64157758141312,182.212373908208,180.64157758141312,91.106186954104,30.368728984701335
59,92.6769832808989,30.630528372500482,183.7831702350029,185.3539665617978,183.7831702350029,92.6769832808989,30.892327760299633
60,94.24777960769379,31.15412714809878,186.92476288859268,188.49555921538757,186.92476288859268,94.24777960769379,31.415926535897928
61,95.81857593448869,31.677725923697082,190.0663555421825,191.63715186897738,190.0663555421825,95.81857593448869,31.93952531149623
62,97.38937226128358,32.20132469929538,193.20794819577227,194.77874452256717,193.20794819577227,97.38937226128358,32.46312408709453
63,98.96016858807849,32.72492347489368,196.34954084936206,197.92033717615698,196.34954084936206,98.96016858807849,32.98672286269283
64,100.53096491487338,33.24852225049198,199.49113350295187,201.06192982974676,199.49113350295187,100.53096491487338,33.510321638291124
65,102.10176124166827,33.772121026090275,202.63272615654165,204.20352248333654,202.63272615654165,102.10176124166827,34.033920413889426
66,103.67255756846318,34.29571980168858,205.77431881013146,207.34511513692635,205.77431881013146,103.67255756846318,34.55751918948773
67,105.24335389525807,34.81931857728687,208.91591146372124,210.48670779051614,208.91591146372124,105.24335389525807,35.08111796508602
68,106.81415022205297,35.34291735288517,212.05750411731103,213.62830044410595,212.05750411731103,106.81415022205297,35.604716740684324
69,108.38494654884786,35.866516128483475,215.19909677090084,216.76989309769573,215.19909677090084,108.38494654884786,36.12831551628262
70,109.95574287564276,36.39011490408177,218.34068942449062,219.9114857512855,218.34068942449062,109.95574287564276,36.65191429188092
71,111.52653920243766,36.913713679680065,221.4822820780804,223.05307840487532,221.4822820780804,111.52653920243766,37.17551306747922
72,113.09733552923255,37.43731245527837,224.6238747316702,226.1946710584651,224.6238747316702,113.09733552923255,37.69911184307752
73,114.66813185602744,37.96091123087667,227.76546738526,229.3362637120549,227.76546738526,114.66813185602744,38.22271061867581
74,116.23892818282235,38.48451000647497,230.9070600388498,232.4778563656447,230.9070600388498,116.23892818282235,38.746309394274114
75,117.80972450961724,39.008108782073265,234.0486526924396,235.61944901923448,234.0486526924396,117.80972450961724,39.269908169872416
76,119.38052083641213,39.53170755767156,237.19024534602937,238.76104167282426,237.19024534602937,119.38052083641213,39.79350694547071
77,120.95131716320704,40.05530633326986,240.33183799961918,241.90263432641407,240.33183799961918,120.95131716320704,40.31710572106901
78,122.52211349000193,40.57890510886816,243.47343065320896,245.04422698000386,243.47343065320896,122.52211349000193,40.84070449666731
79,124.09290981679683,41.10250388446646,246.61502330679875,248.18581963359367,246.61502330679875,124.09290981679683,41.36430327226561
80,125.66370614359172,41.62610266006476,249.75661596038856,251.32741228718345,249.75661596038856,125.66370614359172,41.88790204786391
81,127.23450247038662,42.149701435663054,252.89820861397834,254.46900494077323,252.89820861397834,127.23450247038662,42.411500823462205
82,128.8052987971815,42.673300211261356,256.0398012675681,257.610597594363,256.0398012675681,128.8052987971815,42.9350995990605
83,130.37609512397643,43.19689898685965,259.1813939211579,260.75219024795285,259.1813939211579,130.37609512397643,43.45869837465881
84,131.94689145077132,43.72049776245796,262.32298657474774,263.89378290154264,262.32298657474774,131.94689145077132,43.982297150257104
85,133.5176877775662,44.244096538056255,265.4645792283375,267.0353755551324,265.4645792283375,133.5176877775662,44.505895925855405
86,135.0884841043611,44.76769531365455,268.6061718819273,270.1769682087222,268.6061718819273,135.0884841043611,45.0294947014537
87,136.659280431156,45.29129408925285,271.7477645355171,273.318560862312,271.7477645355171,136.659280431156,45.553093477051995
88,138.23007675795088,45.814892864851146,274.8893571891069,276.46015351590177,274.8893571891069,138.23007675795088,46.0766922526503
89,139.8008730847458,46.338491640449455,278.0309498426967,279.6017461694916,278.0309498426967,139.8008730847458,46.6002910282486
90,141.3716694115407,46.86209041604775,281.1725424962865,282.7433388230814,281.1725424962865,141.3716694115407,47.1238898038469
91,142.94246573833559,47.385689191646044,284.3141351498763,285.88493147667117,284.3141351498763,142.94246573833559,47.647488579445195
92,144.51326206513048,47.909287967244346,287.45572780346606,289.02652413026095,287.45572780346606,144.51326206513048,48.17108735504349
93,146.08405839192537,48.43288674284264,290.59732045705584,292.16811678385073,290.59732045705584,146.08405839192537,48.69468613064179
94,147.6548547187203,48.95648551844095,293.7389131106457,295.3097094374406,293.7389131106457,147.6548547187203,49.21828490624009
95,149.22565104551518,49.480084294039244,296.88050576423547,298.45130209103036,296.88050576423547,149.22565104551518,49.741883681838395
96,150.79644737231007,50.00368306963754,300.02209841782525,301.59289474462014,300.02209841782525,150.79644737231007,50.26548245743669
97,152.36724369910496,50.52728184523584,303.16369107141503,304.7344873982099,303.16369107141503,152.36724369910496,50.789081233034985
98,153.93804002589985,51.050880620834135,306.3052837250048,307.8760800517997,306.3052837250048,153.93804002589985,51.312680008633286
99,155.50883635269477,51.57447939643243,309.4468763785946,311.01767270538954,309.4468763785946,155.50883635269477,51.83627878423159
100,157.07963267948966,52.09807817203074,312.58846903218443,314.1592653589793,312.58846903218443,157.07963267948966,52.35987755982989
